region_id,center
1,415.4583333333333
2,416.0416666666667
3,414.4583333333333
4,415.6666666666667
5,415.2083333333333
6,415.9166666666667
7,415.3333333333333
8,416.1666666666667
9,419.9166666666667
10,418.4583333333333
11,822.7083333333334
12,824.5
13,823.875
14,824.6666666666666
15,824.9166666666666
16,823.75
17,824.0416666666666
18,821.0416666666666
19,824.5833333333334
20,819.625
