region_id,center
1,420.33333333333337
2,422.16666666666663
3,420.0
4,424.5
5,428.66666666666663
6,431.5
7,430.33333333333337
8,434.16666666666663
9,440.0
10,439.33333333333337
11,1476.5
12,1476.8333333333333
13,1481.3333333333333
14,1484.3333333333333
15,1485.3333333333333
16,1490.1666666666667
17,1493.6666666666667
18,1494.0
19,1501.5
20,1505.6666666666667
