region_id,preference_index
1,0.142857142857143
4,-0.142857142857143
5,0
6,0
7,0
8,-0.25
9,-0.2
12,0.2
13,0.0909090909090909
15,0
16,0.0909090909090909
17,-0.111111111111111
18,0
19,0
20,0.0666666666666667
