region_id,preference_index
1,0.714285714285714
2,-0.176470588235294
3,-0.142857142857143
4,0
5,-0.666666666666667
6,-0.0666666666666667
7,0
8,0.428571428571429
9,0.428571428571429
10,0.111111111111111
11,0
12,0.1
13,0.333333333333333
14,-0.222222222222222
15,-0.1
16,0
17,0.0769230769230769
18,0.2
19,0.333333333333333
20,0.181818181818182
