"region_id","appetitive","aversive","preference_index"
2,2,2,0
3,1,0,NA
4,4,2,0.333333333333333
5,1,0,NA
7,4,4,0
8,2,0,NA
9,3,2,0.2
11,2,1,0.333333333333333
12,3,1,0.5
13,0,1,NA
15,0,1,NA
16,1,2,-0.333333333333333
17,0,1,NA
18,1,1,NA
20,4,3,0.142857142857143
