pin_id,start,end,on,off,block

#B MCH
#A OCT
#PRE-PREFERENCE TEST:
ODOUR_B_LEFT,0,1,NaN,NaN,
ODOUR_A_RIGHT,0,1,NaN,NaN,
ODOUR_A_LEFT,4,5,NaN,NaN,
ODOUR_B_RIGHT,4,5,NaN,NaN,

# CONDITIONING WITH B
ODOUR_B_LEFT,7,8,NaN,NaN,
ODOUR_B_RIGHT,7,8,NaN,NaN,
EL_SHOCK_LEFT,425/60,483/60,1/60,4/60,
EL_SHOCK_RIGHT,425/60,483/60,1/60,4/60,

# NO CONDITIONING WITH A
ODOUR_A_LEFT,10,11,NaN,NaN,
ODOUR_A_RIGHT,10,11,NaN,NaN,




 

