pin_id,start,end,on,off,block
ODOUR_B_LEFT,0,1,NaN,NaN,
ODOUR_A_RIGHT,0,1,NaN,NaN,
EL_SHOCK_LEFT,0,1,1/60,4/60
EL_SHOCK_RIGHT,0,1,1/60,4/60
