region_id,center
1,423.5
2,422.1666666666667
3,421.1666666666667
4,422.6666666666667
5,423.0416666666667
6,422.5416666666667
7,422.75
8,424.2916666666667
9,426.4583333333333
10,425.9583333333333
11,830.5
12,829.0416666666666
13,829.4583333333334
14,831.1666666666666
15,832.625
16,829.3333333333334
17,830.0833333333334
18,829.8333333333334
19,827.25
20,828.9166666666666
