"region_id","appetitive","aversive","preference_index"
2,1,1,NA
3,1,1,NA
4,2,1,0.333333333333333
5,2,0,NA
7,3,3,0
8,5,0,1
9,3,2,0.2
11,1,1,NA
12,3,2,0.2
13,2,0,NA
16,2,1,0.333333333333333
17,1,0,NA
20,2,3,-0.2
