"t","ROI_1","ROI_2","ROI_3","ROI_4","ROI_5","ROI_6","ROI_7","ROI_8","ROI_9","ROI_10","ROI_11","ROI_12","ROI_13","ROI_14","ROI_15","ROI_16","ROI_17","ROI_18","ROI_19","ROI_20","IRLED","LED_R_LEFT","LED_R_RIGHT","EL_SHOCK_LEFT","EL_SHOCK_RIGHT","ODOR_A_LEFT","ODOR_A_RIGHT","ODOR_B_LEFT","ODOR_B_RIGHT","MAIN_VALVE","VACUUM","ONBOARD_LED","VIBRATOR","CLEAN_AIR","CLEAN_SDS","CLEAN_WATER","TEST_PIN","TARGETS","TREATMENT_A_LEFT","TREATMENT_A_RIGHT","TREATMENT_B_LEFT","TREATMENT_B_RIGHT"
0,48.5416666666667,-1.41666666666669,-31.1666666666667,-15.0833333333333,-59.4583333333333,-92.2083333333333,51.1666666666667,-58,53.9583333333333,-93.4166666666667,-55.9583333333334,-1.66666666666663,6.83333333333337,-56.9583333333334,NA,-46.8333333333334,-9.45833333333337,NA,NA,58.9166666666666,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,48.5416666666667,-1.41666666666669,-31.1666666666667,-15.0833333333333,-59.4583333333333,-92.2083333333333,51.1666666666667,-58,53.9583333333333,-93.4166666666667,-55.9583333333334,-1.66666666666663,6.83333333333337,-56.9583333333334,NA,-46.8333333333334,-9.45833333333337,NA,NA,58.9166666666666,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,48.5416666666667,-1.41666666666669,-31.1666666666667,-15.0833333333333,-59.4583333333333,-92.2083333333333,51.1666666666667,-58,53.9583333333333,-93.4166666666667,-55.9583333333334,-1.66666666666663,6.83333333333337,-56.9583333333334,NA,-46.8333333333334,-9.45833333333337,NA,NA,58.9166666666666,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,48.5416666666667,-1.41666666666669,-31.1666666666667,-15.0833333333333,-59.4583333333333,-92.2083333333333,51.1666666666667,-58,53.9583333333333,-93.4166666666667,-55.9583333333334,-1.66666666666663,6.83333333333337,-56.9583333333334,NA,-46.8333333333334,-9.45833333333337,NA,NA,58.9166666666666,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,48.5416666666667,-1.41666666666669,-31.1666666666667,-15.0833333333333,-59.4583333333333,-92.2083333333333,51.1666666666667,-58,53.9583333333333,-93.4166666666667,-55.9583333333334,-1.66666666666663,6.83333333333337,-56.9583333333334,NA,-46.8333333333334,-9.45833333333337,NA,NA,58.9166666666666,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
0,48.5416666666667,-1.41666666666669,-31.1666666666667,-15.0833333333333,-59.4583333333333,-92.2083333333333,51.1666666666667,-58,53.9583333333333,-93.4166666666667,-55.9583333333334,-1.66666666666663,6.83333333333337,-56.9583333333334,NA,-46.8333333333334,-9.45833333333337,NA,NA,58.9166666666666,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
0,48.5416666666667,-1.41666666666669,-31.1666666666667,-15.0833333333333,-59.4583333333333,-92.2083333333333,51.1666666666667,-58,53.9583333333333,-93.4166666666667,-55.9583333333334,-1.66666666666663,6.83333333333337,-56.9583333333334,NA,-46.8333333333334,-9.45833333333337,NA,NA,58.9166666666666,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,48.5416666666667,-1.41666666666669,-31.1666666666667,-15.0833333333333,-59.4583333333333,-92.2083333333333,51.1666666666667,-58,53.9583333333333,-93.4166666666667,-55.9583333333334,-1.66666666666663,6.83333333333337,-56.9583333333334,NA,-46.8333333333334,-9.45833333333337,NA,NA,58.9166666666666,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,48.5416666666667,-1.41666666666669,-31.1666666666667,-15.0833333333333,-59.4583333333333,-92.2083333333333,51.1666666666667,-58,53.9583333333333,-93.4166666666667,-55.9583333333334,-1.66666666666663,6.83333333333337,-56.9583333333334,NA,-46.8333333333334,-9.45833333333337,NA,NA,58.9166666666666,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
0,48.5416666666667,-1.41666666666669,-31.1666666666667,-15.0833333333333,-59.4583333333333,-92.2083333333333,51.1666666666667,-58,53.9583333333333,-93.4166666666667,-55.9583333333334,-1.66666666666663,6.83333333333337,-56.9583333333334,NA,-46.8333333333334,-9.45833333333337,NA,NA,58.9166666666666,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
