,region_id,center
1,1,90.5
2,2,89.1666666666667
3,3,89.1666666666667
4,4,90.6666666666667
5,5,91.0416666666667
6,6,90.5416666666667
7,7,90.75
8,8,92.2916666666667
9,9,94.4583333333333
10,10,93.9583333333333
11,11,90.5
12,12,89.0416666666666
13,13,89.4583333333334
14,14,91.1666666666666
15,15,92.625
16,16,89.3333333333334
17,17,90.0833333333334
18,18,90.8333333333334
19,19,88.25
20,20,89.9166666666666
