hardware,start,end,on,off,mode,value
MAIN_VALVE,0,.1,NaN,NaN,o,1
VACUUM,0,.1,NaN,NaN,o,1
IRLED,0,.5,NaN,NaN,o,1
TARGETS,0,.05,NaN,NaN,o,1
ONBOARD_LED,0,.1,500,500,o,1
