pin_id,start,end,on,off,block
MAIN_VALVE,0,234,NaN,NaN
VACUUM,0,234,NaN,NaN
IRLED,0,234,NaN,NaN
TARGETS,0,234,NaN,NaN
LED_R_LEFT,83,161,8,17
LED_R_RIGHT,161,234,8,17
