pin_id,start,end,on,off,block
MAIN_VALVE,0,244,NaN,NaN
VACUUM,0,244,NaN,NaN
IRLED,0,244,NaN,NaN
TARGETS,0,244,NaN,NaN
LED_R_LEFT,88,168,8,17
LED_R_RIGHT,168,244,8,17
