"region_id","appetitive","aversive","preference_index"
2,2,2,0
3,2,1,0.333333333333333
4,3,3,0
5,3,1,0.5
7,3,4,-0.142857142857143
8,6,1,0.714285714285714
9,3,2,0.2
11,2,1,0.333333333333333
12,4,3,0.142857142857143
13,2,0,NA
16,3,1,0.5
17,1,0,NA
20,2,4,-0.333333333333333
