"t","ROI_1","ROI_2","ROI_3","ROI_4","ROI_5","ROI_6","ROI_7","ROI_8","ROI_9","ROI_10","ROI_11","ROI_12","ROI_13","ROI_14","ROI_15","ROI_16","ROI_17","ROI_18","ROI_19","ROI_20","IRLED","LED_R_LEFT","LED_R_RIGHT","EL_SHOCK_LEFT","EL_SHOCK_RIGHT","ODOR_A_LEFT","ODOR_A_RIGHT","ODOR_B_LEFT","ODOR_B_RIGHT","MAIN_VALVE","VACUUM","ONBOARD_LED","VIBRATOR","CLEAN_AIR","CLEAN_SDS","CLEAN_WATER","TEST_PIN","TARGETS","TREATMENT_A_LEFT","TREATMENT_A_RIGHT","TREATMENT_B_LEFT","TREATMENT_B_RIGHT"
0,-56,17,39,2,-39,14,19,-34,-1,-52,9,26,-21,-50,62,-43,-1,59,21,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.137,-54,11,37,-5,-37,18,16,-32,6,-51,12,29,-15,-50,55,-48,0,59,23,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.311,-53,6,35,-9,-34,21,11,-34,11,-50,13,29,-11,-47,53,-50,0,59,27,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.391,-52,1,33,-12,-32,23,8,-34,13,-50,15,31,-9,-46,50,-52,7,58,29,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.454000000000001,-49,-5,30,-17,-25,30,-3,-33,20,-50,15,36,-4,-44,40,-53,11,55,35,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.563000000000001,-49,-6,28,-20,-24,32,-6,-34,22,-50,23,39,0,-44,36,-53,14,53,38,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.625,-48,-8,26,-22,-22,35,-8,-34,25,-50,27,40,3,-44,33,-53,17,52,41,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.682,-48,-14,24,-26,-18,38,-14,-35,29,-50,31,43,7,-44,29,-53,19,49,46,-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.747999999999999,-48,-18,23,-28,-15,40,-17,-36,32,-50,34,47,9,-46,25,-53,21,47,49,-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.808,-48,-24,20,-32,-11,45,-22,-35,36,-50,38,51,12,-50,21,-53,26,46,51,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.865,-47,-28,18,-34,-10,47,-24,-35,39,-50,40,53,15,-52,19,-53,28,46,53,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.925000000000001,-45,-34,16,-37,-8,51,-30,-34,42,-50,44,58,19,-53,17,-52,31,47,56,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-44,-38,16,-38,-6,53,-32,-33,46,-50,46,60,19,-52,13,-52,34,46,56,-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.061,-40,-44,13,-41,-1,57,-38,-29,53,-50,50,59,29,-52,7,-52,39,43,61,-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.142,-38,-48,11,-45,0,59,-42,-27,56,-50,54,60,33,-52,0,-52,40,40,62,-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.221,-35,-51,8,-50,0,58,-43,-25,56,-50,58,60,37,-52,-3,-52,43,37,62,-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.3,-32,-51,5,-53,8,58,-46,-23,56,-50,60,59,40,-53,-2,-53,46,34,62,-33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.385,-28,-51,2,-55,11,58,-50,-22,56,1,60,60,42,-54,-2,-53,50,31,62,-37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.459,-24,-51,-2,-54,16,58,-54,-19,56,1,60,60,46,-53,-6,-51,56,28,62,-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.58,-21,-51,-4,-54,21,59,-56,-17,61,1,60,60,50,-51,-8,-51,60,25,62,-42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.644,-18,-51,-7,-54,24,59,-55,-14,60,1,60,59,54,-51,-10,-52,61,23,62,-43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.723,-16,-51,-8,-55,25,58,-55,-11,59,1,60,60,57,-52,-12,-52,61,22,57,-44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.795,-15,-51,-9,-55,26,58,-55,-9,59,1,60,60,59,-53,-13,-52,60,22,57,-44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.858,-14,-51,-11,-54,28,58,-56,-8,58,1,60,60,62,-53,-13,-53,60,22,57,-43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.926,-12,-51,-12,-54,31,58,-56,-6,58,1,59,59,61,-52,-13,-53,60,21,57,-42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.013,-9,-53,-14,-54,32,58,-57,-4,58,26,59,59,61,-52,-15,-53,61,19,61,-42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.08,-5,-53,-16,-55,32,57,-57,-1,58,29,59,58,61,-51,-18,-52,60,16,61,-42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.169,-3,-53,-18,-55,31,58,-56,0,58,32,58,58,62,-50,-20,-50,60,14,61,-40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.251,-1,-52,-21,-55,29,56,-55,1,58,36,57,59,62,-48,-18,-49,60,10,55,-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.333,-1,-51,-25,-55,29,55,-55,1,58,42,53,61,61,-45,-18,-50,59,6,54,-38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.42,-1,-48,-30,-55,29,56,-55,1,58,48,49,61,60,-41,-15,-50,57,0,51,-33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.536,-1,-45,-33,-54,14,55,-54,1,56,52,46,61,60,-39,-13,-49,58,-1,47,-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.607,-1,-41,-37,-54,10,53,-52,0,55,57,44,60,60,-40,-7,-49,60,-3,44,-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.68,-1,-37,-41,-52,8,52,-48,-2,53,61,41,60,62,-37,-1,-49,61,-5,43,-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.743,-1,-35,-43,-51,8,51,-46,-4,51,62,39,60,61,-35,2,-48,60,-5,43,-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.812,-1,-34,-46,-50,0,51,-43,-6,47,61,36,60,61,-32,8,-47,58,-14,42,-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.872,24,-34,-48,-49,-1,49,-41,-7,45,61,33,57,60,-30,9,-46,57,-16,40,-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.935,29,-33,-51,-46,-6,45,-39,-11,42,60,31,51,58,-26,16,-45,56,-22,34,-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.021,29,-33,-54,-44,-10,42,-35,-14,40,59,32,47,56,-22,21,-42,54,-26,29,-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.102,29,-29,-55,-42,-13,39,-31,-16,38,60,33,44,54,-18,26,-39,52,-30,28,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.19,39,-24,-55,-39,-16,35,-28,-20,35,62,29,45,51,-14,32,-37,51,-34,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.286,43,-20,-55,-36,-20,31,-25,-23,35,61,25,42,47,-11,37,-34,49,-38,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.373,46,-17,-56,-34,-23,30,-21,-24,36,61,23,40,45,-10,39,-32,47,-41,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.458,52,-13,-53,-34,-29,27,-21,-30,37,61,19,38,44,-5,47,-29,44,-45,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.611,54,-12,-53,-35,-33,28,-20,-33,37,61,17,38,42,-2,49,-29,44,-47,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.687,56,-11,-53,-37,-36,26,-18,-36,37,62,14,39,39,1,52,-27,42,-50,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.754,58,-8,-53,-36,-39,26,-16,-39,36,62,13,38,36,6,55,-25,39,-53,-4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.825,58,-6,-52,-36,-41,24,-14,-41,34,62,14,38,34,7,56,-24,38,-54,-5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.888,58,-4,-51,-36,-45,23,-14,-44,33,60,14,40,32,14,63,-23,34,-53,-8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.96,56,-3,-49,-37,-47,21,-15,-46,31,58,14,43,29,16,63,-23,31,-53,-11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.031,55,-1,-47,-39,-50,19,-13,-48,28,55,12,45,26,18,63,-24,30,-53,-13,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.105,56,2,-44,-41,-55,15,-10,-51,24,49,11,51,19,20,63,-24,26,-54,-18,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.225,56,3,-42,-44,-55,13,-8,-52,22,46,9,54,18,21,63,-23,24,-54,-20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.313,54,1,-41,-48,-54,9,-4,-55,19,42,7,59,17,22,62,-20,20,-53,-23,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.4,54,0,-41,-51,-54,8,-1,-55,18,40,6,60,16,23,62,-18,18,-52,-24,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.466,53,-3,-42,-55,-55,8,-1,-55,15,38,0,60,14,26,62,-15,15,-53,-27,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.591,52,-6,-41,-55,-55,-1,-1,-55,13,37,-2,60,15,29,55,-13,13,-53,-31,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.657,51,-8,-40,-55,-55,-2,-1,-55,12,36,-3,60,14,30,54,-11,12,-53,-33,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.722,49,-11,-38,-55,-55,-3,6,-56,10,36,-6,60,11,30,52,-9,12,-52,-36,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.783,47,-13,-36,-55,-55,-5,6,-56,9,36,-7,61,10,30,50,-8,12,-52,-39,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.842,45,-15,-34,-55,-56,-8,7,-56,5,36,-10,61,7,32,47,-6,12,-52,-41,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.904,42,-16,-32,-55,-55,-10,10,-56,3,22,-12,61,4,34,46,-6,11,-53,-44,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.975,41,-17,-31,-55,-55,-12,13,-56,3,20,-14,61,0,35,44,-6,10,-54,-46,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.035,39,-19,-28,-55,-54,-15,16,-56,1,19,-16,61,-2,38,40,5,12,-55,-47,44,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
5.101,38,-22,-28,-55,-54,-17,20,-56,-2,16,-17,60,-4,40,38,6,14,-54,-49,44,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
5.181,36,-25,-26,-55,-53,-18,25,-56,-5,13,-19,60,-4,41,35,8,15,-54,-51,46,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
5.259,33,-27,-25,-55,-53,-18,29,-55,-8,13,-21,60,-5,42,31,11,16,-54,-53,47,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
5.341,31,-30,-23,-55,-52,-19,31,-54,-10,13,-24,59,-5,44,28,13,18,-54,-54,49,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
5.418,28,-32,-20,-54,-50,-22,33,-52,-12,13,-27,59,-7,47,24,14,19,-54,-54,49,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
5.482,26,-36,-18,-55,-49,-24,32,-50,-16,13,-29,59,-12,48,21,16,19,-53,-54,50,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
5.597,25,-39,-16,-55,-48,-25,32,-48,-18,13,-31,59,-15,50,20,19,19,-53,-54,51,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
5.654,25,-41,-15,-55,-46,-26,32,-47,-19,-12,-33,58,-17,52,19,20,20,-52,-54,51,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
5.716,23,-42,-13,-55,-44,-26,32,-46,-21,-13,-35,58,-19,55,16,23,21,-51,-54,49,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
5.781,21,-43,-11,-55,-43,-26,32,-47,-23,-14,-36,57,-21,56,14,24,22,-50,-54,49,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
5.841,20,-44,-10,-55,-41,-26,32,-47,-24,-15,-37,56,-22,58,14,26,23,-50,-54,49,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
5.9,18,-44,-8,-55,-39,-27,32,-47,-27,-16,-40,56,-25,61,12,28,24,-49,-54,46,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
5.967,15,-46,-7,-54,-37,-29,32,-45,-31,-17,-42,55,-28,60,9,31,26,-49,-54,44,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
6.033,14,-49,-7,-52,-36,-29,33,-44,-34,-17,-44,54,-31,61,9,33,27,-48,-53,41,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
6.113,13,-51,-7,-50,-35,-29,34,-42,-36,-17,-46,52,-34,61,0,35,29,-47,-54,41,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
6.2,12,-54,-6,-49,-34,-38,35,-41,-40,-17,-49,50,-36,60,-5,37,32,-45,-54,41,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
6.272,10,-56,-5,-47,-33,-39,36,-39,-43,-17,-51,49,-39,61,-8,39,34,-43,-54,41,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
6.353,9,-54,-4,-44,-30,-41,38,-37,-46,-17,-51,47,-41,60,-9,41,37,-42,-54,41,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
6.42,7,-55,-4,-40,-27,-43,40,-36,-51,-32,-50,44,-44,60,-11,44,42,-40,-54,41,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
6.523,2,-55,5,-39,-24,-45,43,-35,-54,-36,-49,42,-46,60,-13,47,44,-39,-54,33,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
6.586,0,-55,6,-38,-22,-46,44,-34,-54,-39,-49,40,-47,60,-14,49,46,-37,-54,32,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
6.649,-2,-55,7,-34,-21,-49,48,-32,-54,-45,-50,37,-49,59,-16,53,49,-35,-54,30,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
6.738,-3,-55,8,-32,-19,-50,50,-32,-54,-48,-51,37,-50,59,-17,55,51,-34,-54,28,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
6.796,-5,-57,9,-28,-16,-52,52,-31,-54,-52,-51,37,-51,60,-19,58,53,-33,-54,26,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
6.862,-6,-56,10,-25,-14,-53,52,-30,-53,-52,-52,37,-51,59,-20,60,55,-33,-55,24,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
6.925,-8,-56,11,-20,-11,-56,60,-27,-54,-52,-52,34,-51,57,-21,61,58,-35,-55,21,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
7.02,-8,-56,13,-18,-9,-55,60,-25,-54,-52,-52,32,-50,57,-23,60,60,-34,-55,18,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
7.094,-11,-54,14,-17,-8,-55,60,-23,-54,-52,-52,28,-50,57,-25,60,61,-32,-55,18,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
7.175,-12,-54,17,-15,-5,-55,60,-20,-54,-53,-52,24,-50,56,-27,61,60,-31,-55,18,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
7.256,-14,-53,21,-11,-4,-55,60,-17,-54,-54,-51,21,-51,55,-30,61,59,-27,-55,10,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
7.334,-16,-51,23,-8,-3,-55,60,-16,-54,-54,-51,19,-52,53,-33,61,59,-26,-54,8,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
7.408,-17,-50,24,-6,-3,-56,60,-15,-54,-54,-51,17,-52,52,-36,61,60,-25,-54,7,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
7.472,-19,-47,26,0,-1,-56,59,-12,-54,-53,-53,11,-51,51,-43,60,60,-23,-52,4,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
7.59,-20,-46,27,2,0,-56,59,-11,-55,-53,-53,8,-51,50,-46,60,61,-22,-51,2,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
7.652,-22,-44,29,5,0,-56,59,-9,-55,-52,-53,5,-50,49,-50,60,61,-20,-50,-1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
7.712,-24,-43,30,7,8,-56,58,-7,-55,-52,-53,1,-49,50,-52,60,62,-19,-49,-3,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
7.769,-25,-41,31,8,9,-56,58,-5,-55,-52,-53,-2,-49,51,-52,61,62,-17,-48,-4,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
7.829,-27,-39,33,12,12,-56,57,-3,-55,-52,-52,-6,-48,51,-52,60,62,-16,-47,-6,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
7.887,-29,-38,34,15,13,-56,57,-2,-54,-53,-52,-9,-47,51,-53,60,61,-14,-46,-7,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
7.948,-32,-37,36,19,13,-56,55,0,-54,-53,-52,-14,-46,50,-52,59,61,-13,-44,-7,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
8.019,-34,-36,38,21,13,-56,54,1,-55,-52,-52,-17,-45,49,-52,59,61,-13,-43,-7,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
8.078,-38,-35,40,27,15,-55,53,2,-55,-52,-51,-20,-44,48,-52,60,61,-5,-41,-13,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
8.178,-42,-32,43,31,17,-55,52,8,-54,-52,-50,-23,-42,47,-53,61,61,-4,-39,-16,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
8.264,-45,-29,44,35,17,-54,50,10,-54,-52,-49,-25,-40,46,-52,61,61,-3,-37,-18,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
8.338,-48,-26,45,39,19,-55,51,13,-54,-52,-48,-25,-39,44,-52,60,60,-2,-34,-19,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
8.414,-49,-24,46,42,20,-55,50,14,-54,-53,-47,-25,-38,44,-52,60,61,-1,-33,-20,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
8.475,-55,-20,49,44,23,-56,50,17,-53,-53,-45,-26,-37,43,-52,58,60,2,-28,-21,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
8.588,-56,-18,49,45,25,-55,50,19,-53,-53,-44,-28,-36,43,-52,57,59,4,-28,-21,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
8.649,-55,-16,49,47,27,-55,49,20,-52,-53,-43,-29,-35,42,-52,57,59,6,-28,-21,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
8.709,-55,-14,50,49,28,-55,49,22,-52,-53,-42,-33,-33,41,-51,55,58,8,-27,-23,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
8.765,-54,-13,51,51,29,-54,48,23,-51,-53,-41,-35,-32,40,-52,54,57,10,-26,-24,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
8.822,-53,-11,52,52,29,-54,48,25,-51,-53,-40,-39,-31,40,-53,54,57,11,-25,-24,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
8.879,-53,-11,53,54,29,-53,47,26,-50,-53,-39,-41,-30,39,-53,54,57,11,-24,-24,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
8.936,-53,-10,55,57,29,-52,45,28,-50,-53,-38,-46,-28,38,-52,54,56,13,-22,-23,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
9.007,-53,-8,57,60,29,-51,44,30,-48,-53,-37,-49,-26,37,-52,54,56,15,-19,-23,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
9.066,-53,-6,58,60,31,-50,42,32,-48,-53,-36,-56,-25,38,-51,54,56,17,-17,-23,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
9.149,-53,-3,58,60,32,-49,41,35,-47,-53,-36,-54,-23,38,-50,53,56,19,-16,-23,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
9.227,-53,-1,58,60,34,-48,39,37,-46,-53,-34,-54,-21,39,-48,52,56,21,-14,-22,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
9.312,-56,0,57,60,37,-47,37,40,-44,-53,-32,-52,-18,39,-47,51,56,23,-12,-21,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
9.402,-56,4,57,60,38,-46,35,43,-42,-53,-31,-53,-17,38,-48,51,55,22,-10,-21,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
9.472,-55,6,58,60,42,-44,30,47,-41,-53,-27,-50,-14,38,-48,50,54,23,-7,-20,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
9.603,-55,8,57,60,44,-44,28,49,-41,-53,-25,-51,-14,37,-47,49,53,22,-6,-20,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
9.685,-55,11,56,61,46,-44,25,52,-41,-53,-23,-51,-15,35,-46,47,53,21,-4,-19,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
9.76,-55,13,56,61,48,-44,23,55,-41,-53,-21,-56,-15,34,-44,45,52,20,-4,-18,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
9.837,-55,17,55,60,50,-43,20,58,-41,-53,-19,-56,-14,32,-43,43,51,19,-4,-18,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
9.901,-56,19,55,60,53,-41,18,59,-39,-30,-17,-56,-12,30,-41,42,49,18,-4,-16,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
9.97,-56,21,55,61,54,-40,16,59,-38,-29,-16,-56,-10,29,-41,41,48,18,-4,-16,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
10.032,-55,23,53,61,57,-38,13,58,-37,-28,-15,-56,-8,27,-39,41,46,18,6,-16,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
10.098,-52,26,53,61,60,-38,10,58,-34,-26,-13,-50,-4,26,-37,40,44,16,7,-10,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
10.192,-51,28,53,61,60,-38,9,58,-32,-25,-11,-49,-1,24,-35,39,43,15,9,-9,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
10.275,-52,29,53,61,59,-29,8,58,-31,-23,-8,-49,0,22,-32,38,42,14,11,-9,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
10.357,-52,31,52,61,59,-28,7,59,-28,-22,-6,-48,2,21,-31,37,40,15,13,-9,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
10.432,-52,33,51,61,60,-26,6,58,-26,-20,-3,-48,6,18,-28,35,36,14,17,-9,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
10.539,-52,35,49,60,61,-25,1,57,-25,-19,-1,-47,8,15,-26,33,33,14,19,-9,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
